"n","k","method","alignment","path_rel","edge_rel","stress1","coordinate_rmse","coordinate_relative_rmse","alignment_scale","surface_rms","surface_mc_se","surface_forward_rms","surface_reverse_rms","surface_area","reference_area","zero_area_faces","sample_size","surface_seed","subdivisions"
500,10,"MDS + edge-KK","rigid",0.00241346746944238,0.00558251746903606,0.0354391432285039,0.22504001882493,0.241715555138826,1,0.197453616936239,0.00194621710851581,0.215235528202561,0.177903145227314,7.97379853553948,6.35828279568902,0,2000,1901,2
500,10,"MDS + edge-KK","rigid",0.00241346746944238,0.00558251746903606,0.0354391432285039,0.22504001882493,0.241715555138826,1,0.195339568533646,0.000972853093925721,0.213266842230313,0.175591423694134,7.97379853553948,6.35828279568902,0,8000,1901,2
500,10,"MDS + edge-KK","similarity",0.00241346746944238,0.00558251746903606,0.0354391432285039,0.198313370588593,0.213008453845557,0.895305704753325,0.173194373637869,0.00169683132813354,0.17556543942615,0.170790393754245,6.39157607144974,6.35828279568902,0,2000,1901,2
500,10,"MDS + edge-KK","similarity",0.00241346746944238,0.00558251746903606,0.0354391432285039,0.198313370588593,0.213008453845557,0.895305704753325,0.171279939081996,0.000849444096855234,0.173843377997761,0.168677547380177,6.39157607144974,6.35828279568902,0,8000,1901,2
500,11,"Original saddle","rigid",0,4.41632671967437e-17,0.0585041669800281,2.87678620804604e-16,3.08995697265083e-16,1,0.0256448911478696,0.00113350081595117,0.0350757157132009,0.00922036068594232,6.84589644493833,6.35828279568902,0,2000,1901,2
500,11,"Original saddle","rigid",0,4.41632671967437e-17,0.0585041669800281,2.87678620804604e-16,3.08995697265083e-16,1,0.0247483276150048,0.000540537945252676,0.0338778531670904,0.00878922660239662,6.84589644493833,6.35828279568902,0,8000,1901,2
500,11,"Original saddle","similarity",0,4.41632671967437e-17,0.0585041669800281,3.21169947754847e-16,3.44968742096775e-16,1,0.0256448911478696,0.00113350081595117,0.0350757157132009,0.00922036068594235,6.84589644493833,6.35828279568902,0,2000,1901,2
500,11,"Original saddle","similarity",0,4.41632671967437e-17,0.0585041669800281,3.21169947754847e-16,3.44968742096775e-16,1,0.0247483276150048,0.000540537945252676,0.0338778531670904,0.00878922660239665,6.84589644493833,6.35828279568902,0,8000,1901,2
500,11,"Metric MDS","rigid",0.0313181856735263,0.115984829611815,0.0350972725777579,0.22514473756059,0.241828033565799,1,0.201253555518709,0.00187849484279704,0.2102809182708,0.191801779525201,7.5661120385325,6.35828279568902,0,2000,1901,2
500,11,"Metric MDS","rigid",0.0313181856735263,0.115984829611815,0.0350972725777579,0.22514473756059,0.241828033565799,1,0.200517432973273,0.000946452713776968,0.212231261919904,0.188075445809034,7.5661120385325,6.35828279568902,0,8000,1901,2
500,11,"Metric MDS","similarity",0.0313181856735263,0.115984829611815,0.0350972725777579,0.201617363205444,0.216557273356535,0.900702984980986,0.179533601853045,0.00168509963454324,0.173190187342318,0.185660408803246,6.1381284439218,6.35828279568902,0,2000,1901,2
500,11,"Metric MDS","similarity",0.0313181856735263,0.115984829611815,0.0350972725777579,0.201617363205444,0.216557273356535,0.900702984980986,0.1785749065475,0.000847060759441035,0.174722113319831,0.182346312312449,6.1381284439218,6.35828279568902,0,8000,1901,2
500,11,"MDS + edge-KK","rigid",0.00241217593400862,0.00562620819188462,0.0348823548953467,0.21718777791983,0.233281460708108,1,0.190601756267429,0.00181183504375399,0.207411029428797,0.172159007477807,7.90992167623684,6.35828279568902,0,2000,1901,2
500,11,"MDS + edge-KK","rigid",0.00241217593400862,0.00562620819188462,0.0348823548953467,0.21718777791983,0.233281460708108,1,0.188746157959258,0.000915513065092832,0.205973304842274,0.169779922196689,7.90992167623684,6.35828279568902,0,8000,1901,2
