"case","surface","sampling","replicate","n","radius","regime","k","method","path_rel","edge_rel","raw_stress","raw_target_rmse","stress1","graph_reference","path_reference","chord_reference","procrustes","edge_scale","sigma1","sigma2","sigma3","sigma2_sigma1","sigma3_sigma2","sigma3_sigma1","max_edge_relative","package_score_difference","independent_path_difference"
"paraboloid-disk-rep1-n240-r64","paraboloid","disk",1,240,64,"ambient",32,"stress_fixed_perturbed",0.000393686662812451,0.000331878100145742,408516.573851068,0.0022160946446531,0.00130697075086732,0.00345888514317352,0.00347536968068767,0.00332899159112485,0.010062684117939,0.999997447833325,18570.1050097953,524.761350447689,479.998398678475,0.0282583943478451,0.914698459154765,0.0258479097681616,0.00753833006748783,9.54097911787244e-18,0
"paraboloid-disk-rep1-n240-r64","paraboloid","disk",1,240,64,"ambient",32,"stress_fixed_random",0.0187512737111082,0.0408375451589355,47340256485.2174,0.754394940521636,0.488882862713724,0.00345888514317352,0.0263500654902213,0.753608662806685,0.788513779018594,0.998179174459303,4449.47607877394,2990.40845874295,1413.37548646395,0.672081028372887,0.472636265568241,0.317649867409424,0.619359432276174,9.0205620750794e-17,1.11022302462516e-16
"paraboloid-disk-rep1-n240-r64","paraboloid","disk",1,240,64,"ambient",32,"stress_fixed_original",1.19732732593077e-16,4.25252010690778e-16,394580.642497956,0.00217796728311446,0.00133787559241605,0.00345888514317352,0.00345888514317352,0.00330193279166617,8.86882203722053e-15,1,18572.0527823238,522.399574605952,457.892316150689,0.028128262434358,0.876517398575753,0.0246549114154196,3.8968828164343e-14,0,8.88178419700125e-16
"paraboloid-disk-rep1-n240-r64","paraboloid","disk",1,240,64,"ambient",32,"stress_fixed_extended",0.000382611311692804,0.000253965939692604,399235.47678101,0.00219077626466602,0.00130569414416413,0.00345888514317352,0.00348397262931473,0.00332374301342975,0.00970925868651823,0.999999464706234,18570.7412175654,523.56909746929,478.669993602977,0.0281932256410997,0.914244167420621,0.0257754921031489,0.00714637486347613,3.90312782094782e-18,6.93889390390723e-18
"paraboloid-disk-rep1-n240-r64","paraboloid","disk",1,240,64,"ambient",8,"classical_perturbed",0.00295377714512435,0.0222186462874979,16850068.3101376,0.0132541508743586,0.0128198223590315,0.0766373391636961,0.0820569797804601,0.0114233084242381,0.0870225314692337,1.07099143905561,19850.0682081612,1438.31434786657,900.830606564164,0.0724589121197689,0.626309963395937,0.0453817385974419,0.263518051604886,8.02309607639273e-17,1.11022302462516e-16
"paraboloid-disk-rep1-n240-r64","paraboloid","disk",1,240,64,"ambient",8,"classical_random",0.00518643707880565,0.0327102964448578,51275324368.2303,0.731147981249566,0.554613357642904,0.0766373391636961,0.0808562040058316,0.884648956731282,0.87464132709658,2.67042784082029,5183.74138270478,4108.21229479974,2609.97228298868,0.792518760389268,0.635306088317889,0.503491993581448,0.31329750189647,9.10729824887824e-17,2.22044604925031e-16
"paraboloid-disk-rep1-n240-r64","paraboloid","disk",1,240,64,"ambient",8,"classical_original",1.34525700577149e-16,7.04971010204726e-16,493015084.540337,0.0716937307838553,0.0143365237072708,0.0766373391636961,0.0766373391636963,0.00330193279166613,8.86882203722053e-15,1,18572.0527823238,522.399574605952,457.892316150689,0.028128262434358,0.876517398575753,0.0246549114154196,3.88578058618805e-14,1.60445329226842e-16,2.22044604925031e-16
"paraboloid-disk-rep1-n240-r64","paraboloid","disk",1,240,64,"ambient",8,"classical_extended",0.00242821583839781,0.0215046027584481,27001827.2635772,0.0167782883685509,0.0152738735264504,0.0766373391636961,0.0827994692588336,0.0141300246692831,0.0866278971304163,1.06213835250394,19779.7241365681,1420.32763818387,881.844327065635,0.0718072521324004,0.620873876814243,0.0445832470148212,0.258359473502828,3.46944695195361e-18,0
"paraboloid-disk-rep1-n240-r64","paraboloid","disk",1,240,64,"ambient",8,"classical_fixed_perturbed",0.00537238027992059,0.0266694651519748,70044059.9023273,0.027023197319424,0.013574048200608,0.0766373391636961,0.111796496949966,0.0472762052657169,0.0820115529130793,1.00407778377253,19461.7511433162,1324.80888564937,781.307227085737,0.0680724399306868,0.589750895807716,0.0401457824289395,0.212460886466521,6.76542155630955e-17,0
"paraboloid-disk-rep1-n240-r64","paraboloid","disk",1,240,64,"ambient",8,"classical_fixed_random",0.00547003297894528,0.0337560612043661,59192428914.8766,0.785568675482443,0.466802164165317,0.0766373391636961,0.0800345835812215,0.770717729767397,0.762449400783083,0.999111581153851,3992.37927652132,2785.30427338834,1337.62005311232,0.697655227740601,0.480241985011246,0.335043331423619,0.30407089005982,1.90819582357449e-17,2.22044604925031e-16
