"replicate","k","method","run","stage","mix","iterations","budget","hit_budget","final_gradient","final_energy","final_edge_scale","final_edge_rel","accepted_steps","max_energy_increase"
4,67,"classical","primary",5,1,200,200,TRUE,0.0146649480337892,0.020984568454367,1.01490840074523,0.00337569218646718,201,0
4,67,"stress","primary",1,0,200,200,TRUE,0.247333173120007,0.0826044223711934,1.03821745562118,0.00665811709691163,201,0
4,67,"stress","primary",2,0.25,200,200,TRUE,0.160805878449212,0.0287752044816317,1.04114258743612,0.0039020188903231,201,0
4,67,"stress","primary",3,0.5,200,200,TRUE,0.0690826055503249,0.0168713859956473,1.04221581762608,0.00297218572724385,201,0
4,67,"stress","primary",4,0.75,200,200,TRUE,0.0569298309689081,0.0108376444321743,1.04313302924782,0.00237011358165582,201,0
4,67,"stress","primary",5,1,200,200,TRUE,0.0394166127289402,0.00755372768967966,1.04373242623094,0.00196938738057988,201,0
4,72,"classical","primary",1,0,200,200,TRUE,0.370336217346749,0.156287235385658,1.01328704497432,0.00871200778252082,201,0
4,72,"classical","primary",2,0.25,200,200,TRUE,0.147387997300218,0.0830799405273321,1.01452805761274,0.00631642570393577,201,0
4,72,"classical","primary",3,0.5,200,200,TRUE,0.192989597588932,0.046607616986,1.01504401979095,0.00470810155909933,201,0
4,72,"classical","primary",4,0.75,200,200,TRUE,0.0682551828947185,0.0343343309696462,1.01514870774605,0.00402316632419847,201,0
4,72,"classical","primary",5,1,200,200,TRUE,0.0214924512820154,0.0289878496246137,1.01501534027409,0.00368142374385467,201,0
4,72,"stress","primary",1,0,200,200,TRUE,0.178305297005855,0.103920585854946,1.03744984103181,0.00693861315509759,201,0
4,72,"stress","primary",2,0.25,200,200,TRUE,0.156840253393546,0.0451468187707524,1.04015577033782,0.00454153389776523,201,0
4,72,"stress","primary",3,0.5,200,200,TRUE,0.0451194019418383,0.0306350930835506,1.04094925616102,0.00372205077329073,201,0
4,72,"stress","primary",4,0.75,200,200,TRUE,0.0617624552968529,0.0211016369448108,1.04170043279464,0.00307360877646039,201,0
4,72,"stress","primary",5,1,200,200,TRUE,0.0241753338573172,0.014615938496173,1.04239014221059,0.00254544356582652,201,0
4,72,"classical_kk","additional",1,1,1000,1000,TRUE,0.0119778808547281,0.0159834087479087,1.01433593078573,0.00273547851638808,1001,0
4,72,"stress_kk","additional",1,1,1000,1000,TRUE,0.0107967482180273,0.00410691496487365,1.04372415542659,0.00134757372895712,1001,0
4,77,"classical","primary",1,0,200,200,TRUE,0.442842309491663,0.191236004677379,1.01248159190351,0.00898865061385888,201,0
