"start","initialization","initial_raw_stress","raw_stress","normalized_stress","iterations","converged","termination","backend_stress","warnings","error","replicate","k","selected","elapsed"
4,"random",289049.103875485,794.832986728945,0.000810292215763989,354,TRUE,"stress_tolerance",0.0284656321862706,"","",5,68,FALSE,7.79899999999998
5,"random",289654.21508275,773.638514527614,0.000788685518346156,203,TRUE,"stress_tolerance",0.0280835453307834,"","",5,68,TRUE,4.73099999999999
6,"random",289210.987645213,785.895718557766,0.000801181120791567,332,TRUE,"stress_tolerance",0.0283051430095583,"","",5,68,FALSE,7.29600000000005
1,"classical",1159.10238826889,781.674770985259,0.000797431282475632,395,TRUE,"stress_tolerance",0.0282388257984578,"","",5,73,FALSE,13.316
2,"random",285780.240308208,773.731313145288,0.000789327705377148,323,TRUE,"stress_tolerance",0.028094976514977,"","",5,73,FALSE,9.04
3,"random",291965.913769888,803.977117081108,0.000820183185325217,245,TRUE,"stress_tolerance",0.0286388405024577,"","",5,73,FALSE,7.018
4,"random",288857.502969075,788.977649643119,0.000804881367997212,1000,FALSE,"iteration_limit",0.0283704312268465,"Iteration limit reached! You may want to increase the itmax argument!","",5,73,FALSE,26.665
5,"random",289466.48061737,770.175860848873,0.000785700584495483,205,TRUE,"stress_tolerance",0.0280303511304349,"","",5,73,TRUE,6.113
6,"random",289018.648576533,781.667099553579,0.000797423456408027,778,TRUE,"stress_tolerance",0.0282386872288362,"","",5,73,FALSE,21.038
1,"classical",1134.50205527813,768.480049245197,0.000784502155905579,62,TRUE,"stress_tolerance",0.028008965634339,"","",5,78,FALSE,2.27999999999997
2,"random",285583.063194727,769.932599035611,0.00078598499003154,332,TRUE,"stress_tolerance",0.0280354238425523,"","",5,78,FALSE,7.58999999999997
3,"random",291765.947962103,795.566815259607,0.000812153656234945,1000,FALSE,"iteration_limit",0.0284983097083827,"Iteration limit reached! You may want to increase the itmax argument!","",5,78,FALSE,21.747
4,"random",288659.55450385,786.595884341294,0.000802995689606132,1000,FALSE,"iteration_limit",0.02833717857526,"Iteration limit reached! You may want to increase the itmax argument!","",5,78,FALSE,21.764
5,"random",289265.607537545,765.643089675968,0.000781606048322223,206,TRUE,"stress_tolerance",0.0279572181792509,"","",5,78,TRUE,4.91900000000004
6,"random",288818.378386187,775.208677698817,0.000791371070112705,1000,FALSE,"iteration_limit",0.0281313183145178,"Iteration limit reached! You may want to increase the itmax argument!","",5,78,FALSE,21.457
1,"classical",1131.18507781399,764.492242220511,0.000780655159079943,59,TRUE,"stress_tolerance",0.0279402068546374,"","",5,80,FALSE,2.226
2,"random",285500.602044717,767.95379636736,0.00078418989750361,339,TRUE,"stress_tolerance",0.0280033908215348,"","",5,80,FALSE,7.36500000000001
3,"random",291680.975599828,795.041548547057,0.000811850339714952,1000,FALSE,"iteration_limit",0.0284929875533437,"Iteration limit reached! You may want to increase the itmax argument!","",5,80,FALSE,21.128
4,"random",288575.54303861,785.561204627722,0.000802169562093213,1000,FALSE,"iteration_limit",0.0283225980816243,"Iteration limit reached! You may want to increase the itmax argument!","",5,80,FALSE,20.854
5,"random",289182.426016542,763.65466915413,0.000779799878019827,207,TRUE,"stress_tolerance",0.0279248970995388,"","",5,80,TRUE,4.82299999999998
6,"random",288734.058450959,772.98875482989,0.00078933130520202,1000,FALSE,"iteration_limit",0.0280950405801807,"Iteration limit reached! You may want to increase the itmax argument!","",5,80,FALSE,20.9680000000001
